transaction_id,amount,hour,day_of_week,merchant_category,distance_from_home,days_since_last_txn,transaction_frequency,card_age_years,device_risk_score,txn_count_24h,txn_count_7d,is_fraud
TXN_00007580,6.22,11,2,Online,22.48,14.07,29.99,2.56,35.17,3,19,0
TXN_00007581,9.34,4,6,Restaurant,47.72,1.63,13.59,1.95,9.87,2,23,0
TXN_00007582,41.54,19,5,Grocery,5.74,2.93,20.0,1.18,83.65,1,20,0
TXN_00007583,6.9,23,1,Travel,89.63,7.55,2.94,1.36,56.23,2,16,0
TXN_00007584,7.07,7,3,Online,39.97,7.97,1.82,1.38,75.68,3,15,0
TXN_00007585,4.53,9,6,Restaurant,84.63,5.5,6.88,2.5,30.8,4,12,0
TXN_00007586,11.7,17,2,Gas,6.83,1.1,9.19,3.8,57.13,2,25,0
TXN_00007587,9.33,20,5,Restaurant,117.08,1.55,7.28,3.51,50.29,4,20,0
TXN_00007588,35.01,0,5,Travel,13.47,2.99,3.63,0.59,9.21,4,20,0
TXN_00007589,4.44,7,2,Gas,6.03,5.96,3.76,4.75,72.72,0,13,0
TXN_00007590,7.0,17,6,Grocery,9.08,1.94,6.74,3.4,86.68,5,26,0
TXN_00007591,7.49,7,3,Entertainment,24.68,6.12,28.98,0.97,43.17,3,20,0
TXN_00007592,9.92,21,4,Online,6.84,7.81,43.96,1.09,19.92,0,15,0
TXN_00007593,1.9,15,3,Grocery,7.85,0.46,11.4,0.05,59.34,3,16,0
TXN_00007594,6.26,18,6,Online,57.57,0.71,10.89,3.7,98.89,1,13,0
TXN_00007595,3.75,20,2,Online,17.29,9.41,4.36,4.1,21.03,5,16,0
TXN_00007596,4.35,13,3,Restaurant,62.98,0.25,5.46,4.98,98.25,3,28,0
TXN_00007597,17.03,8,6,Restaurant,138.11,1.95,5.58,1.32,73.37,3,20,0
TXN_00007598,14.11,11,6,Grocery,38.16,1.63,1.63,0.3,16.9,5,18,0
TXN_00007599,128.77,15,3,Grocery,68.31,0.5,7.33,0.19,47.62,3,13,0
TXN_00007600,38.98,12,6,Restaurant,140.42,1.21,0.42,0.25,20.35,1,25,0
TXN_00007601,16.98,16,6,Grocery,74.18,0.56,22.98,0.12,0.91,3,24,0
TXN_00007602,45.59,12,6,Grocery,271.5,0.4,17.33,1.75,88.76,3,17,0
TXN_00007603,1.88,20,3,Gas,88.73,0.04,22.46,2.36,9.47,1,19,0
TXN_00007604,12.41,17,1,Restaurant,17.31,9.85,6.44,1.05,79.77,2,22,0
TXN_00007605,11.87,18,4,Grocery,21.89,2.24,10.67,2.68,43.39,3,23,0
TXN_00007606,2.03,22,6,Grocery,3.25,1.81,10.55,3.98,54.85,3,30,0
TXN_00007607,8.92,17,5,Restaurant,47.02,1.03,15.66,3.06,53.32,1,24,0
TXN_00007608,7.96,9,2,Restaurant,9.09,3.78,11.8,1.09,35.25,3,19,0
TXN_00007609,2.85,4,3,Restaurant,27.47,4.15,11.25,1.36,33.18,6,19,0
TXN_00007610,0.72,3,3,Online,33.23,15.69,13.34,0.79,40.26,2,26,0
TXN_00007611,30.86,22,3,Online,42.73,0.96,13.58,3.37,95.79,1,20,0
TXN_00007612,11.85,17,6,Grocery,4.88,2.55,4.61,6.61,65.62,5,19,0
TXN_00007613,1.32,5,0,Restaurant,32.18,1.13,1.15,1.57,42.68,2,18,0
TXN_00007614,31.33,8,4,Grocery,59.19,5.26,5.65,1.87,27.74,2,21,0
TXN_00007615,0.86,23,5,Gas,8.07,1.27,0.33,1.42,89.51,4,20,0
TXN_00007616,0.88,16,2,Grocery,49.59,6.14,0.1,1.18,53.48,4,18,0
TXN_00007617,17.82,21,3,Gas,29.75,3.83,1.41,0.93,1.96,6,21,0
TXN_00007618,17.71,17,4,Gas,55.77,10.9,6.87,8.2,23.93,4,23,0
TXN_00007619,6.87,22,4,Online,15.76,6.02,3.98,5.21,80.17,3,17,0
TXN_00007620,84.66,16,4,Restaurant,18.05,0.26,18.72,1.81,70.9,1,24,0
TXN_00007621,125.16,11,6,Gas,18.8,8.05,4.96,0.02,40.66,9,16,0
TXN_00007622,10.97,23,6,Travel,47.96,6.22,25.94,3.77,64.72,4,19,0
TXN_00007623,1.15,2,0,Gas,46.41,1.35,0.88,2.45,8.79,0,23,0
TXN_00007624,24.72,15,3,Travel,83.8,0.19,2.17,1.2,68.35,2,13,0
TXN_00007625,7.11,20,1,Restaurant,29.56,7.73,4.84,0.86,33.47,6,16,0
TXN_00007626,46.09,15,3,Gas,36.04,3.77,11.53,1.34,78.42,2,18,0
TXN_00007627,4.42,17,1,Gas,131.19,2.16,11.31,3.29,49.4,0,17,0
TXN_00007628,123.98,10,3,Grocery,93.06,0.33,2.47,0.31,76.31,4,18,0
TXN_00007629,34.64,11,1,Online,65.59,14.39,4.91,0.6,86.99,3,19,0
TXN_00007630,73.36,18,2,Grocery,91.31,2.03,4.36,2.69,72.05,1,17,0
TXN_00007631,13.82,9,1,Grocery,8.43,3.33,19.32,1.41,62.97,4,20,0
TXN_00007632,3.96,23,0,Online,18.83,0.21,0.48,5.86,89.47,4,15,0
TXN_00007633,33.16,23,3,Grocery,33.26,16.22,0.47,0.56,36.47,2,14,0
TXN_00007634,27.45,8,3,Grocery,130.62,0.23,6.82,1.19,36.57,1,23,0
TXN_00007635,2.14,15,4,Travel,30.01,2.73,5.63,3.56,44.79,4,22,0
TXN_00007636,16.59,4,5,Online,106.4,2.0,4.99,3.86,12.27,2,19,0
TXN_00007637,40.19,6,0,Gas,75.01,1.6,14.18,4.19,76.45,2,15,0
TXN_00007638,36.23,23,3,Grocery,31.75,5.03,5.88,4.75,59.09,1,24,0
TXN_00007639,35.04,16,4,Online,107.86,18.95,1.81,5.69,58.18,4,12,0
TXN_00007640,12.88,12,1,Gas,29.79,0.51,13.48,3.07,53.08,1,16,0
TXN_00007641,3.06,4,6,Gas,6.83,9.52,8.42,15.81,51.73,5,24,0
TXN_00007642,43.97,2,5,Grocery,8.82,3.82,0.47,1.45,1.58,1,17,0
TXN_00007643,15.57,15,4,Travel,10.08,5.42,0.4,3.22,65.34,2,31,0
TXN_00007644,43.22,1,0,Gas,24.03,4.44,3.18,0.66,15.9,5,22,0
TXN_00007645,38.69,9,4,Travel,7.24,9.0,0.54,1.54,19.5,4,21,0
TXN_00007646,6.71,22,6,Gas,44.69,7.22,22.74,1.41,63.22,3,23,0
TXN_00007647,7.69,15,3,Restaurant,15.44,3.25,9.12,10.0,64.65,3,18,0
TXN_00007648,15.34,22,6,Grocery,9.99,1.39,13.59,1.41,72.49,1,29,0
TXN_00007649,1.19,7,1,Entertainment,45.41,0.46,0.48,3.59,70.28,4,14,0
TXN_00007650,102.28,22,2,Gas,0.08,3.57,7.76,0.31,21.18,2,24,0
TXN_00007651,18.79,23,6,Entertainment,29.89,1.59,25.26,0.25,75.68,2,21,0
TXN_00007652,13.25,22,2,Grocery,63.3,0.76,1.98,1.0,0.3,4,16,0
TXN_00007653,4.85,18,2,Travel,44.11,4.39,14.71,0.63,82.28,2,15,0
TXN_00007654,2.96,3,3,Grocery,38.75,2.05,1.72,1.68,8.97,3,12,0
TXN_00007655,18.29,8,5,Online,49.41,10.89,8.01,1.13,3.18,2,20,0
TXN_00007656,127.44,18,6,Restaurant,96.27,10.51,8.2,1.86,99.11,4,14,0
TXN_00007657,12.06,2,6,Online,52.86,0.72,0.44,0.97,60.06,4,19,0
TXN_00007658,5.2,13,0,Grocery,43.83,9.46,4.31,0.12,34.91,3,21,0
TXN_00007659,3.86,9,4,Gas,96.58,4.4,0.85,0.47,83.83,8,28,0
TXN_00007660,40.27,9,4,Grocery,26.97,9.79,3.71,7.74,65.84,1,18,0
TXN_00007661,3.83,15,3,Restaurant,11.11,0.7,4.5,5.1,99.04,2,18,0
TXN_00007662,4.66,0,3,Restaurant,8.92,2.48,2.57,1.53,27.98,2,13,0
TXN_00007663,4.55,3,3,Online,30.3,1.97,6.67,0.64,21.14,5,25,0
TXN_00007664,3.53,1,5,Entertainment,13.98,5.65,2.97,0.25,6.29,3,26,0
TXN_00007665,4.03,19,6,Entertainment,48.12,3.73,0.25,0.39,86.07,1,16,0
TXN_00007666,5.02,4,5,Restaurant,11.28,7.74,11.03,3.82,44.03,3,19,0
TXN_00007667,15.92,11,1,Online,35.9,8.7,24.27,2.91,22.82,2,13,0
TXN_00007668,6.36,7,5,Gas,71.73,2.08,29.64,13.2,2.32,4,18,0
TXN_00007669,16.17,0,6,Grocery,145.32,4.77,26.61,4.29,49.65,3,22,0
TXN_00007670,7.91,20,2,Restaurant,38.34,7.07,3.84,2.81,89.67,2,20,0
TXN_00007671,7.95,18,3,Grocery,30.46,9.87,1.23,2.41,19.97,3,18,0
TXN_00007672,1.74,21,3,Restaurant,1.26,2.89,14.01,4.94,93.43,2,22,0
TXN_00007673,5.43,6,3,Grocery,31.91,2.86,6.93,2.67,37.41,1,23,0
TXN_00007674,32.09,20,5,Entertainment,8.92,11.14,5.56,0.33,76.66,3,19,0
TXN_00007675,125.65,9,2,Grocery,128.53,3.45,6.32,0.39,61.55,6,23,0
TXN_00007676,7.43,8,4,Gas,79.96,2.46,2.43,7.9,29.83,6,28,0
TXN_00007677,3.01,2,5,Grocery,92.73,6.64,0.89,0.36,47.7,4,21,0
TXN_00007678,4.19,19,3,Travel,91.74,2.54,3.82,3.65,40.81,1,22,0
TXN_00007679,7.95,6,5,Online,1.98,1.13,26.23,0.94,58.39,3,21,0
TXN_00007680,16.33,8,6,Grocery,60.41,5.03,7.94,1.52,45.92,2,25,0
TXN_00007681,2.89,0,3,Gas,23.48,4.58,6.13,1.71,12.03,5,15,0
TXN_00007682,2.94,4,0,Gas,39.66,5.79,1.91,2.19,96.43,5,18,0
TXN_00007683,24.59,13,6,Gas,19.35,0.64,27.94,0.37,98.73,3,15,0
TXN_00007684,184.79,13,5,Grocery,108.41,13.58,2.66,3.18,39.62,3,19,0
TXN_00007685,62.43,22,0,Grocery,104.54,15.62,12.8,0.74,66.84,5,23,0
TXN_00007686,1.83,13,6,Entertainment,88.65,6.8,8.21,5.0,70.33,2,22,0
TXN_00007687,26.13,3,1,Grocery,3.13,3.33,5.76,2.03,7.23,3,17,0
TXN_00007688,5.55,13,2,Online,44.97,4.07,4.78,1.17,72.94,1,20,0
TXN_00007689,0.42,13,3,Grocery,61.4,1.23,5.07,0.05,17.02,2,18,0
TXN_00007690,3.97,0,0,Travel,2.53,6.02,37.93,6.51,90.64,2,23,0
TXN_00007691,13.08,1,4,Grocery,29.13,1.07,0.07,1.33,99.67,3,14,0
TXN_00007692,9.44,8,5,Online,33.57,0.69,7.17,0.93,66.92,7,21,0
TXN_00007693,35.7,11,5,Restaurant,31.04,1.52,7.74,7.19,76.91,8,18,0
TXN_00007694,19.59,18,1,Grocery,136.44,9.5,10.75,4.28,59.98,2,20,0
TXN_00007695,8.63,10,0,Grocery,46.83,0.82,11.5,2.49,83.58,3,31,0
TXN_00007696,9.49,20,0,Grocery,5.6,7.11,3.8,3.32,36.66,4,16,0
TXN_00007697,11.54,11,5,Restaurant,274.74,5.93,15.91,0.14,73.05,5,23,0
TXN_00007698,1.0,23,0,Restaurant,39.8,11.24,1.73,1.8,19.95,1,12,0
TXN_00007699,5.21,9,3,Gas,1.94,14.42,11.16,0.64,4.9,5,24,0
TXN_00007700,13.98,6,5,Grocery,110.81,0.21,12.07,3.38,22.08,7,16,0
TXN_00007701,2.3,10,6,Grocery,5.17,2.14,26.08,2.66,87.97,0,22,0
TXN_00007702,7.11,1,5,Grocery,18.91,19.77,9.88,2.32,54.85,3,15,0
TXN_00007703,5.94,20,0,Online,41.56,6.55,0.37,1.53,95.42,3,17,0
TXN_00007704,29.42,10,5,Grocery,0.2,0.74,3.03,0.13,21.14,3,21,0
TXN_00007705,6.56,6,4,Restaurant,44.28,3.05,21.86,0.35,18.47,4,20,0
TXN_00007706,14.44,23,1,Grocery,12.74,1.06,7.7,0.52,43.27,2,16,0
TXN_00007707,57.22,7,3,Entertainment,76.14,2.28,14.12,0.19,35.37,1,30,0
TXN_00007708,30.46,2,0,Gas,23.06,1.26,3.75,0.74,17.52,1,22,0
TXN_00007709,10.2,20,6,Travel,35.98,7.05,25.53,6.16,53.57,3,21,0
TXN_00007710,38.04,7,1,Grocery,75.98,14.26,2.73,2.21,61.06,3,19,0
TXN_00007711,5.91,20,1,Restaurant,35.82,2.09,2.52,0.84,2.7,3,21,0
TXN_00007712,3.74,3,4,Travel,41.44,3.86,1.93,2.37,98.37,2,24,0
TXN_00007713,11.65,4,6,Grocery,57.01,2.1,3.51,3.14,68.81,7,22,0
TXN_00007714,16.8,11,3,Restaurant,20.22,8.53,17.0,0.53,54.19,0,18,0
TXN_00007715,10.23,8,6,Restaurant,49.78,2.6,16.76,0.54,1.53,4,24,0
TXN_00007716,21.01,1,4,Gas,41.8,8.67,7.17,1.94,21.23,2,24,0
TXN_00007717,55.48,17,1,Grocery,67.74,0.68,1.31,2.16,24.1,4,27,0
TXN_00007718,2.35,12,5,Restaurant,31.58,3.87,10.93,1.86,9.44,2,20,0
TXN_00007719,7.82,19,5,Gas,10.59,3.44,0.26,0.54,93.22,2,20,0
TXN_00007720,23.03,7,4,Online,9.2,7.08,3.77,2.9,84.75,3,21,0
TXN_00007721,74.04,9,5,Gas,21.15,4.35,11.15,0.8,55.1,3,24,0
TXN_00007722,34.14,21,1,Travel,14.05,28.87,6.74,0.87,72.19,3,23,0
TXN_00007723,22.23,10,3,Travel,51.4,1.39,41.76,0.83,1.06,3,19,0
TXN_00007724,1.81,9,3,Restaurant,19.26,3.3,4.67,0.11,29.47,6,18,0
TXN_00007725,8.38,14,1,Gas,7.05,6.8,5.83,2.23,4.02,2,12,0
TXN_00007726,12.04,10,4,Entertainment,26.84,0.33,2.36,1.47,97.73,2,19,0
TXN_00007727,24.52,11,5,Restaurant,44.73,2.96,11.66,0.81,8.08,2,18,0
TXN_00007728,18.58,15,6,Gas,21.22,0.16,12.79,7.26,58.47,4,24,0
TXN_00007729,24.79,2,2,Gas,26.34,3.28,77.12,0.07,96.46,5,27,0
TXN_00007730,16.88,10,5,Gas,18.17,6.54,15.35,3.93,33.26,4,15,0
TXN_00007731,8.15,15,3,Gas,23.96,0.59,4.22,0.84,94.17,2,20,0
TXN_00007732,11.96,17,6,Grocery,17.1,5.35,9.85,1.21,88.79,2,19,0
TXN_00007733,14.76,16,4,Restaurant,16.73,22.47,19.74,1.35,44.91,2,25,0
TXN_00007734,4.15,22,1,Entertainment,58.37,2.51,11.0,0.16,18.68,5,22,0
TXN_00007735,1.16,7,3,Grocery,46.27,1.35,1.39,10.01,37.8,3,15,0
TXN_00007736,37.28,7,3,Restaurant,21.33,4.68,32.78,5.1,74.24,1,21,0
TXN_00007737,3.71,17,1,Grocery,2.36,1.19,11.9,1.79,3.28,1,25,0
TXN_00007738,3.99,20,4,Grocery,52.11,5.45,26.08,2.49,41.02,4,15,0
TXN_00007739,3.66,4,1,Gas,35.3,1.89,12.13,0.03,38.56,4,20,0
TXN_00007740,45.03,18,1,Entertainment,7.77,6.05,20.53,1.69,32.66,0,21,0
TXN_00007741,9.81,0,4,Entertainment,97.61,16.39,28.43,2.94,60.62,4,22,0
TXN_00007742,1.33,11,5,Grocery,99.72,2.81,10.1,1.11,54.5,3,21,0
TXN_00007743,10.85,20,2,Online,9.74,0.98,5.89,3.99,16.48,4,15,0
TXN_00007744,91.46,0,4,Gas,335.64,2.78,4.66,6.67,12.14,1,23,0
TXN_00007745,4.86,3,2,Restaurant,68.43,10.63,1.13,2.5,86.36,7,17,0
TXN_00007746,52.06,8,2,Gas,33.35,0.2,5.77,7.58,5.63,4,27,0
TXN_00007747,9.08,22,2,Travel,11.32,10.56,8.25,0.59,50.2,5,16,0
TXN_00007748,4.18,5,0,Grocery,10.95,24.74,18.1,2.51,34.0,4,16,0
TXN_00007749,33.06,4,3,Grocery,2.77,3.69,14.23,0.5,76.2,2,17,0
TXN_00007750,36.13,10,5,Travel,44.61,14.23,10.73,0.66,74.46,3,15,0
TXN_00007751,3.51,17,5,Grocery,38.02,4.22,11.64,4.65,41.27,1,19,0
TXN_00007752,11.19,18,6,Gas,11.09,3.13,0.83,1.04,4.54,0,21,0
TXN_00007753,8.37,15,0,Online,11.5,3.28,2.37,6.14,64.55,1,25,0
TXN_00007754,2.68,1,1,Grocery,15.6,7.94,1.09,1.69,39.58,1,20,0
TXN_00007755,58.61,10,4,Travel,2.23,0.24,0.37,11.01,1.88,3,23,0
TXN_00007756,28.94,6,5,Travel,129.09,5.39,1.4,2.2,43.84,7,24,0
TXN_00007757,18.35,9,4,Grocery,122.66,4.71,22.72,2.28,91.07,5,18,0
TXN_00007758,12.86,13,4,Online,40.56,0.83,6.42,6.33,22.96,1,15,0
TXN_00007759,57.71,16,4,Grocery,7.56,0.87,8.64,2.69,90.01,3,18,0
TXN_00007760,18.1,11,3,Restaurant,9.65,35.27,1.52,2.05,23.05,1,18,0
TXN_00007761,6.23,23,4,Online,120.71,5.55,8.7,6.7,75.0,3,26,0
TXN_00007762,6.47,6,1,Restaurant,6.25,0.84,16.46,8.64,52.77,4,30,0
TXN_00007763,34.46,10,4,Online,113.92,25.4,4.52,2.2,88.35,5,17,0
TXN_00007764,32.62,6,5,Restaurant,20.99,3.35,5.55,0.36,92.48,1,19,0
TXN_00007765,34.1,19,6,Grocery,8.74,0.61,23.26,4.49,87.29,4,18,0
TXN_00007766,6.58,13,2,Restaurant,19.19,4.52,6.25,0.97,68.33,2,16,0
TXN_00007767,6.18,1,4,Gas,210.06,1.23,2.98,0.87,42.1,6,15,0
TXN_00007768,1.06,21,2,Grocery,42.45,9.66,3.85,0.38,62.3,2,28,0
TXN_00007769,12.11,0,0,Online,21.81,2.5,10.3,0.69,11.06,4,25,0
TXN_00007770,8.47,16,3,Grocery,26.64,7.88,5.03,4.62,62.46,6,16,0
TXN_00007771,1.7,16,0,Online,114.14,1.64,0.49,10.66,99.89,4,27,0
TXN_00007772,3.62,23,3,Grocery,44.65,17.57,0.16,3.22,76.62,3,14,0
TXN_00007773,14.49,11,4,Grocery,26.4,4.74,2.59,1.02,11.72,4,26,0
TXN_00007774,13.11,5,4,Restaurant,165.98,11.69,4.41,1.15,28.41,5,17,0
TXN_00007775,233.7,12,3,Gas,46.56,13.03,12.88,3.09,9.57,3,21,0
TXN_00007776,10.2,17,3,Restaurant,5.64,0.79,2.36,2.27,41.98,4,32,0
TXN_00007777,136.96,4,5,Online,51.03,0.6,18.84,4.27,0.73,2,16,0
TXN_00007778,27.94,0,4,Restaurant,63.41,12.39,9.94,7.54,25.89,0,20,0
TXN_00007779,21.51,3,4,Gas,67.73,3.56,4.01,1.67,69.15,1,21,0
TXN_00007780,6.05,19,5,Online,13.36,1.81,25.0,2.82,10.99,3,24,0
TXN_00007781,5.0,4,0,Grocery,20.74,5.2,2.2,1.0,32.6,5,16,0
TXN_00007782,55.97,22,6,Restaurant,22.8,1.89,6.27,1.31,63.91,1,12,0
TXN_00007783,1.39,21,6,Grocery,21.65,4.56,9.61,2.41,40.7,4,27,0
TXN_00007784,9.41,10,0,Restaurant,59.74,7.31,10.96,0.28,33.44,0,24,0
TXN_00007785,10.51,3,5,Gas,17.3,6.72,4.02,3.77,38.35,5,12,0
TXN_00007786,15.64,15,0,Restaurant,43.79,19.46,7.17,4.16,97.66,2,15,0
TXN_00007787,0.76,12,3,Grocery,29.48,9.29,1.88,3.2,82.95,1,22,0
TXN_00007788,11.81,4,6,Restaurant,9.97,1.74,43.3,0.69,2.27,1,18,0
TXN_00007789,6.86,12,6,Travel,2.73,2.24,7.43,2.07,81.94,1,20,0
TXN_00007790,24.54,22,1,Grocery,40.8,2.26,32.21,0.92,23.33,0,15,0
TXN_00007791,15.25,20,6,Restaurant,101.2,9.83,4.93,1.53,53.57,4,17,0
TXN_00007792,8.41,12,2,Online,5.05,2.41,8.54,0.53,17.37,4,26,0
TXN_00007793,4.09,20,5,Travel,11.5,3.5,9.79,2.17,64.07,2,20,0
TXN_00007794,30.44,13,5,Restaurant,49.75,1.15,39.69,1.88,3.51,1,9,0
TXN_00007795,9.54,8,1,Entertainment,51.87,1.73,4.17,8.73,44.59,2,17,0
TXN_00007796,0.14,3,5,Grocery,87.33,0.43,1.2,0.65,56.75,4,17,0
TXN_00007797,12.36,2,2,Gas,69.68,6.68,17.42,5.14,36.06,3,18,0
TXN_00007798,29.01,13,5,Restaurant,43.85,2.73,21.12,1.46,51.75,0,20,0
TXN_00007799,3.77,5,1,Gas,99.22,0.66,7.3,1.12,11.63,2,22,0
TXN_00007800,7.59,8,1,Online,143.54,11.0,12.64,0.14,31.93,5,13,0
TXN_00007801,12.98,12,1,Grocery,16.81,2.53,0.14,8.76,58.54,4,17,0
TXN_00007802,1.94,4,1,Grocery,113.2,3.19,12.32,0.94,59.59,5,15,0
TXN_00007803,20.29,6,0,Grocery,70.71,3.52,7.01,1.56,5.72,6,19,0
TXN_00007804,32.02,3,2,Grocery,20.73,12.07,11.77,4.59,1.84,4,16,0
TXN_00007805,57.42,11,2,Online,19.68,4.59,2.39,0.58,40.83,2,27,0
TXN_00007806,14.25,12,0,Gas,21.48,2.85,8.04,0.03,81.63,2,15,0
TXN_00007807,11.72,22,4,Grocery,81.82,5.07,20.28,4.29,13.68,3,16,0
TXN_00007808,21.82,0,3,Grocery,32.87,1.5,2.67,6.52,56.28,0,20,0
TXN_00007809,10.21,15,1,Online,74.63,11.99,0.9,2.74,12.18,2,19,0
TXN_00007810,19.76,21,5,Travel,28.31,8.62,12.67,0.22,92.14,3,15,0
TXN_00007811,16.64,17,0,Grocery,140.84,2.21,1.15,0.48,39.58,4,16,0
TXN_00007812,3.81,15,5,Gas,104.3,0.24,6.1,0.17,43.23,4,16,0
TXN_00007813,49.5,12,6,Online,92.32,7.2,27.21,2.27,74.29,5,18,0
TXN_00007814,15.6,20,1,Gas,285.81,1.29,76.18,2.14,53.49,3,17,0
TXN_00007815,22.21,7,6,Online,188.06,4.88,0.8,3.29,99.84,9,13,0
TXN_00007816,4.51,8,2,Grocery,59.73,0.26,12.78,0.22,96.34,1,22,0
TXN_00007817,18.66,5,2,Grocery,18.23,1.38,12.73,3.6,55.99,2,17,0
TXN_00007818,20.46,5,4,Restaurant,24.75,4.79,2.96,2.57,65.1,2,19,0
TXN_00007819,38.48,7,5,Gas,47.83,1.64,2.08,2.59,60.75,1,23,0
TXN_00007820,14.39,11,3,Gas,58.18,3.75,2.71,1.25,96.06,2,18,0
TXN_00007821,12.78,0,6,Entertainment,113.48,1.32,22.78,2.62,73.12,3,20,0
TXN_00007822,4.15,21,0,Grocery,194.9,2.17,9.48,4.13,20.59,2,17,0
TXN_00007823,5.71,5,1,Online,6.29,4.7,6.94,0.87,89.57,9,24,0
TXN_00007824,25.69,9,5,Restaurant,13.04,1.55,1.91,6.52,28.4,10,19,0
TXN_00007825,13.01,5,3,Gas,81.13,0.91,2.88,1.64,89.38,4,21,0
TXN_00007826,21.57,10,2,Travel,106.7,5.2,2.99,2.84,29.38,0,19,0
TXN_00007827,58.26,22,5,Entertainment,53.41,0.11,2.07,3.24,35.44,2,22,0
TXN_00007828,19.04,12,2,Gas,31.56,4.48,24.28,2.47,80.28,4,22,0
TXN_00007829,6.21,6,5,Online,5.49,8.68,8.89,0.38,43.86,3,19,0
TXN_00007830,1.15,10,6,Restaurant,57.08,14.71,9.46,1.24,83.79,2,19,0
TXN_00007831,17.57,2,3,Grocery,23.44,2.11,4.0,6.58,36.26,2,23,0
TXN_00007832,5.02,22,1,Online,1.19,16.95,0.01,3.66,10.41,2,21,0
TXN_00007833,11.35,5,3,Restaurant,17.13,1.01,11.27,2.31,25.16,7,26,0
TXN_00007834,8.51,5,2,Grocery,17.29,10.78,1.98,8.55,55.87,3,17,0
TXN_00007835,1.21,3,6,Grocery,50.3,5.22,2.88,17.2,48.36,1,16,0
TXN_00007836,8.94,16,0,Grocery,12.86,0.25,7.09,0.54,30.82,2,13,0
TXN_00007837,3.37,6,2,Grocery,21.51,5.58,5.97,3.7,65.42,3,10,0
TXN_00007838,5.99,4,5,Restaurant,113.52,6.79,1.69,3.09,47.85,2,17,0
TXN_00007839,21.1,9,6,Grocery,61.96,0.79,4.37,3.67,69.47,1,20,0
TXN_00007840,11.14,8,1,Online,29.18,1.82,5.68,6.71,9.96,2,21,0
TXN_00007841,35.7,21,4,Travel,34.23,9.65,22.27,0.03,88.03,1,21,0
TXN_00007842,3.62,18,3,Grocery,82.93,8.11,23.74,5.46,52.83,2,23,0
TXN_00007843,59.73,4,4,Online,58.26,7.0,4.52,0.76,77.85,5,22,0
TXN_00007844,7.93,7,5,Grocery,0.82,0.06,2.17,3.12,52.52,4,26,0
TXN_00007845,2.38,23,2,Travel,25.98,0.82,5.66,1.02,51.24,1,24,0
TXN_00007846,2.85,2,3,Gas,14.62,0.94,6.0,2.0,22.44,6,23,0
TXN_00007847,12.36,13,0,Travel,97.17,0.77,30.16,3.99,75.82,3,24,0
TXN_00007848,12.24,18,0,Travel,90.3,0.74,1.51,0.3,78.74,5,23,0
TXN_00007849,5.61,3,6,Grocery,4.41,14.12,15.36,4.84,3.21,1,17,0
TXN_00007850,14.46,19,0,Online,16.28,2.61,0.88,1.34,34.76,0,17,0
TXN_00007851,8.03,6,4,Restaurant,21.41,20.92,29.69,3.48,1.84,3,13,0
TXN_00007852,28.9,21,0,Gas,44.59,8.86,5.91,0.89,31.21,3,23,0
TXN_00007853,16.32,11,3,Grocery,183.79,6.99,6.21,2.46,11.03,4,23,0
TXN_00007854,12.51,23,4,Online,5.48,23.17,5.23,5.92,77.09,4,22,0
TXN_00007855,33.71,19,5,Entertainment,7.58,3.61,16.29,3.88,51.73,4,22,0
TXN_00007856,14.42,22,5,Online,48.01,29.53,16.5,4.67,47.28,5,21,0
TXN_00007857,27.92,6,6,Restaurant,22.28,7.1,17.35,6.84,0.87,4,27,0
TXN_00007858,8.62,8,6,Travel,130.03,3.56,3.42,2.49,69.24,3,18,0
TXN_00007859,16.65,1,3,Gas,72.81,2.7,15.67,4.86,95.48,4,15,0
TXN_00007860,3.03,8,6,Online,3.8,0.22,2.01,0.79,66.51,0,27,0
TXN_00007861,5.56,4,6,Travel,4.48,2.93,9.97,4.62,98.21,2,16,0
TXN_00007862,8.37,14,2,Grocery,1.48,1.76,17.03,1.76,20.86,1,23,0
TXN_00007863,16.34,11,3,Travel,6.65,4.73,4.67,3.83,33.59,1,16,0
TXN_00007864,19.6,17,6,Grocery,12.53,0.39,1.63,3.14,48.62,8,16,0
TXN_00007865,15.96,21,2,Online,3.72,1.75,11.48,0.65,78.47,2,20,0
TXN_00007866,8.89,13,1,Grocery,4.88,9.11,1.62,1.33,14.53,3,17,0
TXN_00007867,11.71,6,1,Online,39.55,0.01,3.89,2.07,78.05,4,20,0
TXN_00007868,20.83,17,1,Gas,24.6,15.98,20.8,12.62,32.25,2,25,0
TXN_00007869,30.75,20,6,Grocery,59.36,6.52,41.89,1.67,81.38,2,20,0
TXN_00007870,22.78,16,6,Gas,14.95,2.86,30.53,2.76,61.72,9,18,0
TXN_00007871,15.01,15,3,Gas,9.82,1.65,17.21,2.71,69.04,5,28,0
TXN_00007872,5.18,6,6,Gas,13.71,4.51,0.36,0.15,57.28,1,26,0
TXN_00007873,8.48,18,4,Gas,22.84,4.03,5.79,4.47,28.12,2,18,0
TXN_00007874,14.1,19,6,Travel,62.15,0.76,5.1,5.84,40.1,2,12,0
TXN_00007875,87.36,8,1,Gas,21.08,8.05,9.33,0.74,88.33,0,19,0
TXN_00007876,16.23,22,3,Restaurant,131.1,11.99,4.24,1.29,29.4,1,22,0
TXN_00007877,24.89,18,2,Entertainment,28.93,9.61,7.61,8.17,76.02,4,12,0
